PlotObservationID,TV2_releve_number,RS_CODE,Releve_area_m2,Longitude,Latitude,year,veg_type0,RS_CODE_PLOT,n_surveys
622623,424649,CZ_0003,40,17.115333,50.163972,1993,R,CZ_0003_7,2
18073,487668,CZ_0003,4,17.115333,50.163972,2008,R,CZ_0003_7,2
622632,424658,CZ_0003,50,17.21675,50.046444,1991,R,CZ_0003_8,2
18062,487657,CZ_0003,4,17.21675,50.046444,2008,R,CZ_0003_8,2
622609,424635,CZ_0003,6,17.11525,50.164111,1993,R,CZ_0003_9,2
18074,487669,CZ_0003,4,17.11525,50.164111,2008,R,CZ_0003_9,2
599717,401371,CZ_0004,16,15.637283,48.891761,1993,TH,CZ_0004_1,2
18107,905021,CZ_0004,16,15.637283,48.891761,2020,TH,CZ_0004_1,2
18088,905002,CZ_0004,16,15.78135,48.938,1993,TH,CZ_0004_10,2
18119,905033,CZ_0004,16,15.78135,48.938,2020,TH,CZ_0004_10,2
599731,401385,CZ_0004,25,15.691708,48.904317,1994,TH,CZ_0004_11,2
18115,905029,CZ_0004,25,15.691708,48.904317,2020,TH,CZ_0004_11,2
18089,905003,CZ_0004,25,15.689456,48.900833,1994,TH,CZ_0004_12,2
18101,905015,CZ_0004,25,15.689456,48.900833,2020,TH,CZ_0004_12,2
18090,905004,CZ_0004,16,15.634153,48.892936,1993,TH,CZ_0004_13,2
18104,905018,CZ_0004,16,15.634153,48.892936,2020,TH,CZ_0004_13,2
599733,401387,CZ_0004,16,15.714514,48.933869,1993,TH,CZ_0004_14,2
18123,905037,CZ_0004,16,15.714514,48.933869,2020,TH,CZ_0004_14,2
18091,905005,CZ_0004,20,15.748133,48.925775,1994,TH,CZ_0004_15,2
18126,905040,CZ_0004,20,15.748133,48.925775,2020,TH,CZ_0004_15,2
599732,401386,CZ_0004,15,15.7291,48.921497,1994,TH,CZ_0004_16,2
18125,905039,CZ_0004,15,15.7291,48.921497,2020,TH,CZ_0004_16,2
599734,401388,CZ_0004,16,15.714633,48.933686,1993,X,CZ_0004_17,2
18124,905038,CZ_0004,16,15.714633,48.933686,2020,X,CZ_0004_17,2
18092,905006,CZ_0004,16,15.799694,48.931283,1993,TH,CZ_0004_18,2
18121,905035,CZ_0004,16,15.799694,48.931283,2020,TH,CZ_0004_18,2
599730,401384,CZ_0004,8,15.636778,48.891361,1993,TFG,CZ_0004_19,2
18127,905041,CZ_0004,8,15.636778,48.891361,2020,TFG,CZ_0004_19,2
599714,401368,CZ_0004,16,15.638572,48.887653,1993,TH,CZ_0004_2,2
18103,905017,CZ_0004,16,15.638572,48.887653,2020,TH,CZ_0004_2,2
18093,905007,CZ_0004,15,15.748378,48.934772,1993,TH,CZ_0004_20,2
18118,905032,CZ_0004,15,15.748378,48.934772,2020,TH,CZ_0004_20,2
18094,905008,CZ_0004,16,15.625908,48.89365,1993,TH,CZ_0004_21,2
18105,905019,CZ_0004,16,15.625908,48.89365,2020,TH,CZ_0004_21,2
18096,905010,CZ_0004,25,15.63955,48.892958,1994,TH,CZ_0004_22,2
18109,905023,CZ_0004,25,15.63955,48.892958,2020,TH,CZ_0004_22,2
18098,905012,CZ_0004,15,15.689717,48.903911,1993,TH,CZ_0004_23,2
18117,905031,CZ_0004,15,15.689717,48.903911,2020,TH,CZ_0004_23,2
18099,905013,CZ_0004,25,15.732558,48.920247,1994,TH,CZ_0004_24,2
18129,905043,CZ_0004,25,15.732558,48.920247,2020,TH,CZ_0004_24,2
18100,905014,CZ_0004,25,15.689836,48.903917,1993,TH,CZ_0004_25,2
18130,905044,CZ_0004,25,15.689836,48.903917,2020,TH,CZ_0004_25,2
599718,401372,CZ_0004,16,15.636903,48.891614,1993,TH,CZ_0004_3,2
18106,905020,CZ_0004,16,15.636903,48.891614,2020,TH,CZ_0004_3,2
599720,401374,CZ_0004,15,15.742911,48.933192,1994,TH,CZ_0004_4,2
18110,905024,CZ_0004,15,15.742911,48.933192,2020,TH,CZ_0004_4,2
599721,401375,CZ_0004,16,15.760578,48.935047,1994,TH,CZ_0004_5,2
18122,905036,CZ_0004,16,15.760578,48.935047,2020,TH,CZ_0004_5,2
599715,401369,CZ_0004,15,15.634233,48.888347,1993,TH,CZ_0004_6,2
18128,905042,CZ_0004,15,15.634233,48.888347,2020,TH,CZ_0004_6,2
599716,401370,CZ_0004,25,15.639794,48.893061,1994,TH,CZ_0004_7,2
18108,905022,CZ_0004,25,15.639794,48.893061,2020,TH,CZ_0004_7,2
18087,905001,CZ_0004,16,15.799386,48.9316,1993,TH,CZ_0004_8,2
18120,905034,CZ_0004,16,15.799386,48.9316,2020,TH,CZ_0004_8,2
599719,401373,CZ_0004,15,15.696053,48.907572,1993,TH,CZ_0004_9,2
18102,905016,CZ_0004,15,15.696053,48.907572,2020,TH,CZ_0004_9,2
18131,905045,CZ_0005,25,16.241542,49.110614,2015,TH,CZ_0005_1,6
18133,905047,CZ_0005,25,16.241542,49.110614,2017,TH,CZ_0005_1,6
18137,905051,CZ_0005,25,16.241542,49.110614,2018,TH,CZ_0005_1,6
18138,905052,CZ_0005,25,16.241542,49.110614,2019,TH,CZ_0005_1,6
18140,905054,CZ_0005,25,16.241542,49.110614,2020,TH,CZ_0005_1,6
18142,905056,CZ_0005,25,16.241542,49.110614,2021,TH,CZ_0005_1,6
18132,905046,CZ_0005,25,16.242542,49.110614,2015,TFG,CZ_0005_2,6
18134,905048,CZ_0005,25,16.242542,49.110614,2017,TFG,CZ_0005_2,6
18135,905049,CZ_0005,25,16.242542,49.110614,2018,TFG,CZ_0005_2,6
18139,905053,CZ_0005,25,16.242542,49.110614,2019,TFG,CZ_0005_2,6
18141,905055,CZ_0005,25,16.242542,49.110614,2020,TFG,CZ_0005_2,6
18143,905057,CZ_0005,25,16.241597,49.110647,2021,TFG,CZ_0005_2,6
18136,905050,CZ_0005,25,16.241467,49.110786,2018,TD_mesic,CZ_0005_3,2
18144,905058,CZ_0005,25,16.241467,49.110786,2021,TD_mesic,CZ_0005_3,2
18395,1,CZ_0008,8,12.754,49.977,1990,TD_mesic,CZ_0008_1,11
18403,9,CZ_0008,8,12.754,49.977,1994,TD_mesic,CZ_0008_1,11
18411,17,CZ_0008,8,12.754,49.977,1996,TD_mesic,CZ_0008_1,11
18423,29,CZ_0008,8,12.754,49.977,1997,TD_mesic,CZ_0008_1,11
18435,41,CZ_0008,8,12.754,49.977,1999,TD_mesic,CZ_0008_1,11
18447,53,CZ_0008,8,12.754,49.977,2003,TD_mesic,CZ_0008_1,11
18459,65,CZ_0008,8,12.754,49.977,2006,TD_mesic,CZ_0008_1,11
18471,77,CZ_0008,8,12.754,49.977,2009,TD_mesic,CZ_0008_1,11
18483,89,CZ_0008,8,12.754,49.977,2012,TD_mesic,CZ_0008_1,11
18495,101,CZ_0008,8,12.754,49.977,2015,TD_mesic,CZ_0008_1,11
18507,113,CZ_0008,8,12.754,49.977,2018,TD_mesic,CZ_0008_1,11
18396,2,CZ_0008,8,12.754,49.977,1990,TD_wet,CZ_0008_2,11
18404,10,CZ_0008,8,12.754,49.977,1994,TD_wet,CZ_0008_2,11
18412,18,CZ_0008,8,12.754,49.977,1996,TD_wet,CZ_0008_2,11
18424,30,CZ_0008,8,12.754,49.977,1997,TD_wet,CZ_0008_2,11
18436,42,CZ_0008,8,12.754,49.977,1999,TD_wet,CZ_0008_2,11
18448,54,CZ_0008,8,12.754,49.977,2003,TD_wet,CZ_0008_2,11
18460,66,CZ_0008,8,12.754,49.977,2006,TD_wet,CZ_0008_2,11
18472,78,CZ_0008,8,12.754,49.977,2009,TD_wet,CZ_0008_2,11
18484,90,CZ_0008,8,12.754,49.977,2012,TD_wet,CZ_0008_2,11
18496,102,CZ_0008,8,12.754,49.977,2015,TD_wet,CZ_0008_2,11
18508,114,CZ_0008,8,12.754,49.977,2018,TD_wet,CZ_0008_2,11
18397,3,CZ_0008,8,12.754,49.977,1990,TD_wet,CZ_0008_3,11
18405,11,CZ_0008,8,12.754,49.977,1994,TD_wet,CZ_0008_3,11
18413,19,CZ_0008,8,12.754,49.977,1996,TD_wet,CZ_0008_3,11
18425,31,CZ_0008,8,12.754,49.977,1997,TD_wet,CZ_0008_3,11
18437,43,CZ_0008,8,12.754,49.977,1999,TD_wet,CZ_0008_3,11
18449,55,CZ_0008,8,12.754,49.977,2003,TD_wet,CZ_0008_3,11
18461,67,CZ_0008,8,12.754,49.977,2006,TD_wet,CZ_0008_3,11
18473,79,CZ_0008,8,12.754,49.977,2009,TD_wet,CZ_0008_3,11
18485,91,CZ_0008,8,12.754,49.977,2012,TD_wet,CZ_0008_3,11
18497,103,CZ_0008,8,12.754,49.977,2015,TD_wet,CZ_0008_3,11
18509,115,CZ_0008,8,12.754,49.977,2018,TD_wet,CZ_0008_3,11
18398,4,CZ_0008,8,12.754,49.977,1990,TD_mesic,CZ_0008_4,11
18406,12,CZ_0008,8,12.754,49.977,1994,TD_mesic,CZ_0008_4,11
18414,20,CZ_0008,8,12.754,49.977,1996,TD_mesic,CZ_0008_4,11
18426,32,CZ_0008,8,12.754,49.977,1997,TD_mesic,CZ_0008_4,11
18438,44,CZ_0008,8,12.754,49.977,1999,TD_mesic,CZ_0008_4,11
18450,56,CZ_0008,8,12.754,49.977,2003,TD_mesic,CZ_0008_4,11
18462,68,CZ_0008,8,12.754,49.977,2006,TD_mesic,CZ_0008_4,11
18474,80,CZ_0008,8,12.754,49.977,2009,TD_mesic,CZ_0008_4,11
18486,92,CZ_0008,8,12.754,49.977,2012,TD_mesic,CZ_0008_4,11
18498,104,CZ_0008,8,12.754,49.977,2015,TD_mesic,CZ_0008_4,11
18510,116,CZ_0008,8,12.754,49.977,2018,TD_mesic,CZ_0008_4,11
18529,11,CZ_0009,25,14.771119,49.012031,1984,TD_wet,CZ_0009_1,6
18539,21,CZ_0009,25,14.771119,49.012031,1989,TD_wet,CZ_0009_1,6
18549,31,CZ_0009,25,14.771119,49.012031,1995,TD_wet,CZ_0009_1,6
18559,41,CZ_0009,25,14.771119,49.012031,2001,TD_wet,CZ_0009_1,6
18569,51,CZ_0009,25,14.771119,49.012031,2006,TD_wet,CZ_0009_1,6
18579,61,CZ_0009,25,14.771119,49.012031,2016,TD_wet,CZ_0009_1,6
18538,20,CZ_0009,25,14.770108,49.02245,1984,M,CZ_0009_10,6
18548,30,CZ_0009,25,14.770108,49.02245,1989,M,CZ_0009_10,6
18558,40,CZ_0009,25,14.770108,49.02245,1995,M,CZ_0009_10,6
18568,50,CZ_0009,25,14.770108,49.02245,2001,M,CZ_0009_10,6
18578,60,CZ_0009,25,14.770108,49.02245,2006,M,CZ_0009_10,6
18588,70,CZ_0009,25,14.770108,49.02245,2016,M,CZ_0009_10,6
18530,12,CZ_0009,25,14.770092,49.012639,1984,X,CZ_0009_2,6
18540,22,CZ_0009,25,14.770092,49.012639,1989,X,CZ_0009_2,6
18550,32,CZ_0009,25,14.770092,49.012639,1995,X,CZ_0009_2,6
18560,42,CZ_0009,25,14.770092,49.012639,2001,X,CZ_0009_2,6
18570,52,CZ_0009,25,14.770092,49.012639,2006,X,CZ_0009_2,6
18580,62,CZ_0009,25,14.770092,49.012639,2016,X,CZ_0009_2,6
18531,13,CZ_0009,25,14.769839,49.013769,1984,TD_wet,CZ_0009_3,6
18541,23,CZ_0009,25,14.769839,49.013769,1989,TD_wet,CZ_0009_3,6
18551,33,CZ_0009,25,14.769839,49.013769,1995,TD_wet,CZ_0009_3,6
18561,43,CZ_0009,25,14.769839,49.013769,2001,TD_wet,CZ_0009_3,6
18571,53,CZ_0009,25,14.769839,49.013769,2006,TD_wet,CZ_0009_3,6
18581,63,CZ_0009,25,14.769839,49.013769,2016,TD_wet,CZ_0009_3,6
18532,14,CZ_0009,25,14.769961,49.014811,1984,TD_wet,CZ_0009_4,6
18542,24,CZ_0009,25,14.769961,49.014811,1989,TD_wet,CZ_0009_4,6
18552,34,CZ_0009,25,14.769961,49.014811,1995,TD_wet,CZ_0009_4,6
18562,44,CZ_0009,25,14.769961,49.014811,2001,TD_wet,CZ_0009_4,6
18572,54,CZ_0009,25,14.769961,49.014811,2006,TD_wet,CZ_0009_4,6
18582,64,CZ_0009,25,14.769961,49.014811,2016,TD_wet,CZ_0009_4,6
18533,15,CZ_0009,25,14.769639,49.01625,1984,TD_wet,CZ_0009_5,6
18543,25,CZ_0009,25,14.769639,49.01625,1989,TD_wet,CZ_0009_5,6
18553,35,CZ_0009,25,14.769639,49.01625,1995,TD_wet,CZ_0009_5,6
18563,45,CZ_0009,25,14.769639,49.01625,2001,TD_wet,CZ_0009_5,6
18573,55,CZ_0009,25,14.769639,49.01625,2006,TD_wet,CZ_0009_5,6
18583,65,CZ_0009,25,14.769639,49.01625,2016,TD_wet,CZ_0009_5,6
18534,16,CZ_0009,25,14.770008,49.0173,1984,TD_wet,CZ_0009_6,6
18544,26,CZ_0009,25,14.770008,49.0173,1989,TD_wet,CZ_0009_6,6
18554,36,CZ_0009,25,14.770008,49.0173,1995,TD_wet,CZ_0009_6,6
18564,46,CZ_0009,25,14.770008,49.0173,2001,TD_wet,CZ_0009_6,6
18574,56,CZ_0009,25,14.770008,49.0173,2006,TD_wet,CZ_0009_6,6
18584,66,CZ_0009,25,14.770008,49.0173,2016,TD_wet,CZ_0009_6,6
18535,17,CZ_0009,25,14.769922,49.0166,1984,TD_wet,CZ_0009_7,6
18545,27,CZ_0009,25,14.769922,49.0166,1989,TD_wet,CZ_0009_7,6
18555,37,CZ_0009,25,14.769922,49.0166,1995,TD_wet,CZ_0009_7,6
18565,47,CZ_0009,25,14.769922,49.0166,2001,TD_wet,CZ_0009_7,6
18575,57,CZ_0009,25,14.769922,49.0166,2006,TD_wet,CZ_0009_7,6
18585,67,CZ_0009,25,14.769922,49.0166,2016,TD_wet,CZ_0009_7,6
18536,18,CZ_0009,25,14.769808,49.019581,1984,M,CZ_0009_8,6
18546,28,CZ_0009,25,14.769808,49.019581,1989,M,CZ_0009_8,6
18556,38,CZ_0009,25,14.769808,49.019581,1995,M,CZ_0009_8,6
18566,48,CZ_0009,25,14.769808,49.019581,2001,M,CZ_0009_8,6
18576,58,CZ_0009,25,14.769808,49.019581,2006,M,CZ_0009_8,6
18586,68,CZ_0009,25,14.769808,49.019581,2016,M,CZ_0009_8,6
18537,19,CZ_0009,25,14.770108,49.021019,1984,M,CZ_0009_9,6
18547,29,CZ_0009,25,14.770108,49.021019,1989,M,CZ_0009_9,6
18557,39,CZ_0009,25,14.770108,49.021019,1995,M,CZ_0009_9,6
18567,49,CZ_0009,25,14.770108,49.021019,2001,M,CZ_0009_9,6
18577,59,CZ_0009,25,14.770108,49.021019,2006,M,CZ_0009_9,6
18587,69,CZ_0009,25,14.770108,49.021019,2016,M,CZ_0009_9,6
6919,906001,CZ_0010,4,17.242136,49.646197,1998,X,CZ_0010_1,7
6953,906035,CZ_0010,4,17.242136,49.646197,1999,X,CZ_0010_1,7
6987,906069,CZ_0010,4,17.242136,49.646197,2000,X,CZ_0010_1,7
7021,906103,CZ_0010,4,17.242136,49.646197,2001,X,CZ_0010_1,7
7055,906137,CZ_0010,4,17.242136,49.646197,2002,X,CZ_0010_1,7
7089,906171,CZ_0010,4,17.242136,49.646197,2005,X,CZ_0010_1,7
7132,906214,CZ_0010,4,17.242136,49.646197,2021,X,CZ_0010_1,7
6922,906004,CZ_0010,4,17.242178,49.646311,1998,TD_wet,CZ_0010_10,7
6956,906038,CZ_0010,4,17.242178,49.646311,1999,TD_wet,CZ_0010_10,7
6990,906072,CZ_0010,4,17.242178,49.646311,2000,TD_wet,CZ_0010_10,7
7024,906106,CZ_0010,4,17.242178,49.646311,2001,TD_wet,CZ_0010_10,7
7058,906140,CZ_0010,4,17.242178,49.646311,2002,TD_wet,CZ_0010_10,7
7092,906174,CZ_0010,4,17.242178,49.646311,2005,TD_wet,CZ_0010_10,7
7135,906217,CZ_0010,4,17.242178,49.646311,2021,TD_wet,CZ_0010_10,7
6923,906005,CZ_0010,4,17.242292,49.646306,1998,X,CZ_0010_11,7
6957,906039,CZ_0010,4,17.242292,49.646306,1999,X,CZ_0010_11,7
6991,906073,CZ_0010,4,17.242292,49.646306,2000,X,CZ_0010_11,7
7025,906107,CZ_0010,4,17.242292,49.646306,2001,X,CZ_0010_11,7
7059,906141,CZ_0010,4,17.242292,49.646306,2002,X,CZ_0010_11,7
7093,906175,CZ_0010,4,17.242292,49.646306,2005,X,CZ_0010_11,7
7136,906218,CZ_0010,4,17.242292,49.646306,2021,X,CZ_0010_11,7
6924,906006,CZ_0010,4,17.242311,49.646292,1998,X,CZ_0010_12,7
6958,906040,CZ_0010,4,17.242311,49.646292,1999,X,CZ_0010_12,7
6992,906074,CZ_0010,4,17.242311,49.646292,2000,X,CZ_0010_12,7
7026,906108,CZ_0010,4,17.242311,49.646292,2001,X,CZ_0010_12,7
7060,906142,CZ_0010,4,17.242311,49.646292,2002,X,CZ_0010_12,7
7094,906176,CZ_0010,4,17.242311,49.646292,2005,X,CZ_0010_12,7
7137,906219,CZ_0010,4,17.242311,49.646292,2021,X,CZ_0010_12,7
6925,906007,CZ_0010,4,17.242383,49.646344,1998,TD_wet,CZ_0010_13,7
6959,906041,CZ_0010,4,17.242383,49.646344,1999,TD_wet,CZ_0010_13,7
6993,906075,CZ_0010,4,17.242383,49.646344,2000,TD_wet,CZ_0010_13,7
7027,906109,CZ_0010,4,17.242383,49.646344,2001,TD_wet,CZ_0010_13,7
7061,906143,CZ_0010,4,17.242383,49.646344,2002,TD_wet,CZ_0010_13,7
7095,906177,CZ_0010,4,17.242383,49.646344,2005,TD_wet,CZ_0010_13,7
7138,906220,CZ_0010,4,17.242383,49.646344,2021,TD_wet,CZ_0010_13,7
6926,906008,CZ_0010,4,17.242428,49.646356,1998,X,CZ_0010_14,7
6960,906042,CZ_0010,4,17.242428,49.646356,1999,X,CZ_0010_14,7
